,target,text
2061,0,期待明天的娛百~豬蝶主持~[耶](娛樂百分百官方頻道)2013.02.07(四)美人龍湯影友會.wmv. http://t.cn/zYtXMgR
28,0,【你好，明天】“让代表插话，这是法律赋予的权力”；“民主党派要敢讲真言讲真话”——两会上传出的声音，让人看到会风之变，也看到政风指向：鼓励说真话，渴望听真话。让人说话，别怕真话，执政者要有这样的胆识，说话者要有这样的担当。一个真实的中国，才会充满活力、团结凝聚。安。
3164,0,#江门寻找一金毛狗失主#12月24日平安夜晚10点金华大厦聚宝堂珠宝店门口发现一金毛狗，由于本人对狗不太熟悉，狗狗睇上毛色光滑齐整平顺，手脚同头都较大，具体请看图平安夜外面天寒地冻，狗狗睇离好累好可怜。狗狗主人现在应该好担心了。求各种扩散，请知情嘅朋友告知狗狗主人或私信我，祝各位圣诞快乐
1424,1,吃榴莲后，喝可口可乐，毒过眼镜蛇！ 又一游客，客死泰国异乡！ 一位中国游客在泰国旅游的时候，吃了很多榴莲之后又喝了可乐，致咖啡因中毒血压飙升，结果引发心脏病猝死，年仅28岁，泰国有明确规定，食用大量榴莲后，8小时之内不能喝可口可乐！ 圈里爱榴莲的朋友很多，转发提醒一下! 让所有人都知道！
2921,1,#微信收费# 网上热传，微信收费将于7月1日开始，收费标准信息5分条，语音1毛条。如果是真的，你还会用吗？[泪]
2072,1,【请记住：轮奸要第一个上！】李双江之子李天一涉嫌强奸罪被批捕。李的76人律师团领队、法律大学副校长张爱国教授对媒体表示，李天一因是第一个与被害女子发生关系，所以不构成轮奸罪，只是以判罚较轻的强奸罪批捕，这是律师团所有成员共同努力的结果。记住啊，轮奸要第一个上！（转） 
501,1,【重要提醒！花露水属易燃品 涂完别马上做饭】夏天来了，蚊子也来了，需注意的是：花露水属易燃品，涂抹完之后不要马上做饭、抽烟等。花露水的酒精浓度达70%-75%；且燃点低，一般24℃就能燃烧。花露水燃烧有多可怕？看动态图就知道了。切记！速速转走
1937,1,《一只救了32条人命的搜救犬牺牲了，同样是生命，为它默哀吧！》——昨天下午一只军用搜救犬发现一位大爷，它就钻进里面，结果塌陷了，当战士们将其挖出的时候，发现军犬的内脏已经砸烂，这只狗狗在这几天已经发现了35名幸存者，有32名获救。听到噩耗，狗的主人负责人李指导像失去孩子父亲般失声痛哭。
196,0,你一生气，对方就立刻听你的，那是怕你，怕是因为爱。如果你一发嗲，对方就立刻听你的，那是宠你，宠也是因为爱。如果你一难过，对方就立刻听你的，那是疼你，疼也是因为爱。但如果不管你做什么他都不愿让步，就知道吵架，那爱究竟在哪？对你好有三个标志，要么怕你，要么宠你，要么疼你。@失恋专属
860,1,特大好消息！卖狗肉违法了， 国家食品药品监督局11月1日开始集中受理狗肉馆举报，举报电话：12331 ．大家扩散出去啊！爱狗狗爱动物！养狗的爱狗的请果断转发。[胜利][胜利][胜利]@minidexulin淘宝微博 @徐琳Mini 
2304,0,【杜根定律】强者未必是胜利者，而胜利迟早都属于有信心的人。换句话说，你若仅仅接受最好的，你最后得到的常常也就是最好的，只要你有自信。一个人胜任一件事，85%取决于态度，15%取决于智力，所以一个人的成败取决于他是否自信，假如这个人是自卑的，那自卑就会扼杀他的聪明才智。
1509,0,世界上最温暖的两个字是：晚安！[爱你]
1833,0,"欲讯秋情众莫知,喃喃负手叩东篱。 孤标傲世偕谁隐,一样花开为底迟? 圃露庭霜何寂寞,鸿归蛩病可相思? 休言举世无谈者,解语何妨片语时。"
862,0,【红色穿搭志】在这寒冷的秋冬给自己添点好运吧！[耶]来这学搭配>>>http://t.cn/zjvepD5  
3366,0,我真的只想要这种朋友，没有半毛钱的利益关系，我有钱了就请你去吃好东西，我没钱了我就去蹭你你就带我去吃东西，不用总是计较这计较那，我们可以不用防备地说很多人的坏话，咒骂取笑讨厌的人，为对方守口如瓶不会转身就去告诉别人这些事 ，可以一起哭一起做很多猥琐下流的事 ，我想要这种朋友。（转）
30,1,【还有什么是可以放心吃的？】@亮兄本尊：用一次性筷子做笋干炒肉，好吃哦 
723,0,五月天參加日本指標音樂節目「MUSIC STATION」，演唱後日本YAHOO搜尋榜瞬間飆升至第9位！成為第1個站上這個節目的台灣樂團。 更多媒體報導： TVBS：http://t.cn/zRPVYFC 蘋果日報：http://t.cn/zRPV40n 中時電子報：http://t.cn/zRvuI02 東森新聞：http://t.cn/zRPV40p
3343,1,[蜡烛]尼古拉斯·凯奇（Nicolas Cage，1964年1月7日－2013年1月17日）2013年1月17日(北美时间)因滑雪意外丧生。新闻链接： http://t.cn/zjDmviG
350,1,皇军和八路军亲善珍贵史料流出[嘻嘻]
2697,0,"【ORICON采访翻译by butter1222@ pixnet】""希望Beautiful World是什麼樣的世界?""敏煥:不需要錢的世界（赞同!! 弘基:全世界只有我一個男人的世界（李弘基泥垢了! 鍾訓:所有的女生都可以跟喜歡的人一起度過幸福時光的世界（恋爱阻击手没错!!说着说着就聊到女人真是够了!!这篇报道告诉你FT下限在哪里! ❀"
1710,1,网友：刚接到的消息，如属实，当严办！求相关机构尽快核实！因当前属四川旅游淡季，广州、北京飞往成都机票都有折扣，但地震发生几小时后，航空公司却将打折取消，变身全价票。现飞成都乘客多是救援队、志愿者、医护、记者、伤亡者亲人。何为卑鄙？何为无耻？天良何在？人性何在？何况航空公司多为国企
2992,1,转：朋友在北京月星家居捡到一个钱包，里面有卡数张，现金一千二北左右，火车票一张，名字叫刘学伟，车票是后天的，失主请联系:13895686886，北京的朋友请转发
2755,0,【GDP地方和全国数据有望不再打架】国家统计局局长马建堂今天在全国统计工作会上透露，今年将积极稳妥推进国家统一核算地区生产总值工作，力争到2015年实现地区GDP由国家统一核算和发布。过去那种全国各省份GDP汇总后超过国家统计局公布的全国GDP的情况有望不再出现。（央视记者吴昊）
232,0,#紫砂壶#【 20把经典（紫砂壶）器型 】供春、掇球、石瓢、鱼化龙、仿鼓、提璧、龙头八卦一捆竹、僧帽、风卷葵、报春、四方传炉、大彬如意、秦权、虚扁、莲花、南瓜、洋桶、井栏、升方、集玉。 —— 朋友们，您喜欢哪一种器型？（中国紫砂壶10大经典器型评选）@涩涩的色色 @陶都杂志 @中国紫砂频道
1899,1,【#紧急通知# 】：最近国内很乱，听说还有coser被砍了，还有人打算闹ACG，近期能不出就尽量不要出，亲们请一定要小心！安全为主！顺带说一句，目前网络上的动漫都以盗版为主，至于看不看，自己揣摩吧。希望大家奔走相告。（图来自网络，下面有水印就不打@ 了）
2531,0,看看在你2013年生日那天你干了神马。。。。。。“我抽了最恨的人一耳光”。。。。。「转」
193,0,【英超-两送点球10人利物浦0-3客负】http://t.cn/zWQb2FH 新赛季揭幕战，利物浦客场0比3负于西布罗姆维奇，格拉世界波先拔头筹。利物浦两送点球，阿格尔还被红牌罚下，雷纳一度扑出点球，但奥德姆温吉的点球扩大比分。替补出场的卢卡库锁定胜局。
2999,0,忍术“如影流”双修之“就不让你走”、、、
1378,1,浪浪你真的要开启微博可查看最近访客功能了么。。。。。。（via 丁一晨DYC）
1682,1,【真敢说[怒]】全国政协委员王平建向党中央建议：取消录取农村小孩上大学资格，不鼓励农村小孩上大学。其认为农村孩子身上有很多坏毛病，农村孩子上大学，城市孩子会被影响，这样城市孩子也变坏！中央必须采取行政手段禁止农村小孩上大学…农村人身上的很多坏毛病，任何一个有文化城里人都忍受不了
823,0,珍惜友谊:人生无须惊天动地，快乐就好；友谊无须甜言蜜语，想着就好；金钱无须车载斗量，够用就好；朋友无须遍及天下，有你就好。有烦恼才知道什么是快乐，有痛苦才懂得什么是幸福，有失才能有所得，该珍惜的好好去珍惜，该放弃的毅然放弃掉，既然痛苦无法避免，就让我们笑对人生吧！
330,0,【日本出“变态”iPad保护膜，可做砧板！】8月14日讯，iPad保护膜BUFF，支持iPad2和New iPad，厚0.25毫米，拥有超强的防护能力，切菜、砸核桃无压力，把膜撕开后屏幕还是原来的样子，膜具有四层，售价约合人民币267元，8月31日推出。
1471,1,哪位认识一名叫白娅倩的沈阳高考考生，考点是在一中，考场是013，准考证号：204***311，请让她赶快和丁先生联系：13830468131，她的准考证丢了，没有证件，明儿怎么顺利参加 高考啊？抓紧抓紧，发动微博的力量吧！[威武]
2228,0,#晚安# 永远不要忘记进修学问，拓阔胸襟。人生的烦恼会追随你，但是学识涵养可以使一个人理智冷静地分析处理这些难题。
1511,1,【爆炸消息：中国移动9月1日起对微信微博收费】两种收费标准：1，包月10元/月；2、按条数收费，100条以下免费，600条5元，600至1200条10元，超过1200条每条收两分钱。联通牵手百度制衡微信，电信与网易合作以翼信对抗微信；中移动对微信收费的同时，还要给电信上缴长途光缆租赁费以及流量网间结算费。
270,1,【新浪微博最重磅消息】根据得到的内幕爆料，新浪微博即将在3月5日率先在会员中开启“微博访客记录”功能，您可以在页面右侧看到所有来访微博记录！“悄悄关注”真的需要悄悄看了哦[酷]
2371,1,【紧急通知】新版假币又来了!千万不要上当了，果断转给身边的朋友吧~☑一个南京人必须关注的微博，推荐关注@南京头条
3262,1,1996年在澳大利亚悉尼，一只野狗在水库大便，结果当地水务局鉴定水质污染，悉尼水业在电视台和报社打广告，告诉大家自来水被污染——2013年在中国上海，几千头死猪出现在黄浦江，结果当地水务局宣布水质没有问题... via@1句实话
1184,1,李盟盟，21岁，河南开封县陈留四中学生，今年高考565分。因县招办失职把她的志愿申请锁在柜子忘了提交，造成任何大学都上不成。河南省高招办回应，此事不予处理！李盟盟是农村孩子，为供其上学妹妹辍学打工，父亲打工摔断了腿。你的一次转发也许就能帮她改变命运！试试能否创造奇迹！@高晓松@路一鸣
356,0,【易被认错非宫崎骏监督的吉卜力作品】1.萤火虫之墓—高畑勲 2.岁月的童话—高畑勲 3.听见涛声—望月智充 4.平成狸合战—高畑勲 5.侧耳倾听—近藤喜文 6.我的邻居山田君—高畑勲 7.猫的报恩—森田宏幸 8.地海战记—宫崎吾郎 9.借东西的小人阿莉埃蒂—米林宏昌 10.来自虞美人之坡—宫崎吾郎 你认错几部
3160,0,史记.娱乐圈志.#周杰伦#列传     杰伦，杰伦（分享自 @长微博工具）
